year,month,REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019,07,2019-07-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.04120443740095,,,,1
2019,08,2019-08-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.87243735763099,,,,1
2019,08,2019-08-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,104.42294402211472,,,,1
2019,08,2019-08-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,103.5075161059413,,,,1
2019,08,2019-08-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.89869281045752,,,,1
2019,08,2019-08-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,103.27153762268266,,,,1
2019,08,2019-08-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,104.44606413994171,,,,1
2019,08,2019-08-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.15827338129498,,,,1
2019,08,2019-08-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,107.15563506261181,,,,1
2019,08,2019-08-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,104.84068627450979,,,,1
2019,08,2019-08-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.71517027863777,,,,1
2019,08,2019-08-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.04120443740095,,,,1
2019,09,2019-09-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.41685649202734,,,,1
2019,09,2019-09-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,103.80096751900483,,,,1
2019,09,2019-09-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,103.6506800286328,,,,1
2019,09,2019-09-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.98039215686273,,,,1
2019,09,2019-09-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,107.4154852780807,,,,1
2019,09,2019-09-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,102.2594752186589,,,,1
2019,09,2019-09-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.15827338129498,,,,1
2019,09,2019-09-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,105.54561717352415,,,,1
2019,09,2019-09-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,104.71813725490198,,,,1
2019,09,2019-09-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.32817337461302,,,,1
2019,09,2019-09-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,103.64500792393028,,,,1
2019,10,2019-10-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.72057706909644,,,,1
2019,10,2019-10-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,103.59364201796821,,,,1
2019,10,2019-10-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.29491768074446,,,,1
2019,10,2019-10-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.1437908496732,,,,1
2019,10,2019-10-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,108.3969465648855,,,,1
2019,10,2019-10-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,102.98833819241983,,,,1
2019,10,2019-10-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.23820943245406,,,,1
2019,10,2019-10-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,105.18783542039355,,,,1
2019,10,2019-10-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,104.96323529411767,,,,1
2019,10,2019-10-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.71517027863777,,,,1
2019,10,2019-10-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.12044374009508,,,,1
2019,11,2019-11-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.5687167805619,,,,1
2019,11,2019-11-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,104.42294402211472,,,,1
2019,11,2019-11-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.43808160343595,,,,1
2019,11,2019-11-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.98039215686273,,,,1
2019,11,2019-11-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,107.4154852780807,,,,1
2019,11,2019-11-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,103.13411078717203,,,,1
2019,11,2019-11-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.31814548361311,,,,1
2019,11,2019-11-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,102.41502683363149,,,,1
2019,11,2019-11-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.3921568627451,,,,1
2019,11,2019-11-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.40557275541795,,,,1
2019,11,2019-11-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,103.80348652931855,,,,1
2019,12,2019-12-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.5687167805619,,,,1
2019,12,2019-12-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,104.97581202487906,,,,1
2019,12,2019-12-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.72440944881892,,,,1
2019,12,2019-12-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.40849673202614,,,,1
2019,12,2019-12-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,103.92584514721919,,,,1
2019,12,2019-12-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,104.30029154518951,,,,1
2019,12,2019-12-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.23820943245406,,,,1
2019,12,2019-12-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,101.25223613595706,,,,1
2019,12,2019-12-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,104.16666666666667,,,,1
2019,12,2019-12-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.25077399380807,,,,1
2019,12,2019-12-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,103.64500792393028,,,,1
2020,01,2020-01-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.87243735763099,,,,1
2020,01,2020-01-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.08154803040775,,,,1
2020,01,2020-01-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.79599141016465,,,,1
2020,01,2020-01-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.16339869281046,,,,1
2020,01,2020-01-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,104.47110141766629,,,,1
2020,01,2020-01-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,104.5189504373178,,,,1
2020,01,2020-01-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.79776179056755,,,,1
2020,01,2020-01-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,101.07334525939177,,,,1
2020,01,2020-01-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.02450980392157,,,,1
2020,01,2020-01-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.40557275541795,,,,1
2020,01,2020-01-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,103.80348652931855,,,,1
2020,02,2020-02-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.32801822323464,,,,1
2020,02,2020-02-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,105.66689702833449,,,,1
2020,02,2020-02-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,105.01073729420187,,,,1
2020,02,2020-02-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.73529411764706,,,,1
2020,02,2020-02-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,106.21592148309706,,,,1
2020,02,2020-02-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,104.95626822157436,,,,1
2020,02,2020-02-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.9576338928857,,,,1
2020,02,2020-02-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.75670840787122,,,,1
2020,02,2020-02-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.02450980392157,,,,1
2020,02,2020-02-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,104.10216718266254,,,,1
2020,02,2020-02-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.67511885895404,,,,1
2020,03,2020-03-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.72057706909644,,,,1
2020,03,2020-03-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,105.59778852798895,,,,1
2020,03,2020-03-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.86757337151037,,,,1
2020,03,2020-03-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.06209150326796,,,,1
2020,03,2020-03-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,107.96074154852779,,,,1
2020,03,2020-03-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,101.2390670553936,,,,1
2020,03,2020-03-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.79776179056755,,,,1
2020,03,2020-03-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.75670840787122,,,,1
2020,03,2020-03-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.08578431372551,,,,1
2020,03,2020-03-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.32817337461302,,,,1
2020,03,2020-03-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.75435816164817,,,,1
2020,04,2020-04-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.03720577069096,,,,1
2020,04,2020-04-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.42709053213547,,,,1
2020,04,2020-04-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.50966356478169,,,,1
2020,04,2020-04-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.47058823529412,,,,1
2020,04,2020-04-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,101.63576881134134,,,,1
2020,04,2020-04-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,99.63556851311954,,,,1
2020,04,2020-04-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.87769784172663,,,,1
2020,04,2020-04-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,102.86225402504472,,,,1
2020,04,2020-04-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.45343137254903,,,,1
2020,04,2020-04-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,102.3993808049536,,,,1
2020,04,2020-04-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.43740095087163,,,,1
2020,05,2020-05-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.34092634776006,,,,1
2020,05,2020-05-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.6344160331721,,,,1
2020,05,2020-05-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.22333571939872,,,,1
2020,05,2020-05-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.98039215686273,,,,1
2020,05,2020-05-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,99.78189749182114,,,,1
2020,05,2020-05-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,101.82215743440233,,,,1
2020,05,2020-05-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.6378896882494,,,,1
2020,05,2020-05-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.30948121645795,,,,1
2020,05,2020-05-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.45343137254903,,,,1
2020,05,2020-05-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,102.70897832817339,,,,1
2020,05,2020-05-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.19968304278922,,,,1
2020,06,2020-06-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.17615793470007,,,,1
2020,06,2020-06-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.97995853489981,,,,1
2020,06,2020-06-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.79599141016465,,,,1
2020,06,2020-06-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.06209150326796,,,,1
2020,06,2020-06-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,100.76335877862597,,,,1
2020,06,2020-06-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,104.08163265306125,,,,1
2020,06,2020-06-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.55795363709035,,,,1
2020,06,2020-06-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,104.02504472271914,,,,1
2020,06,2020-06-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.51470588235294,,,,1
2020,06,2020-06-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.56037151702789,,,,1
2020,06,2020-06-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.67511885895404,,,,1
2020,07,2020-07-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.17615793470007,,,,1
2020,07,2020-07-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,107.1181755355909,,,,1
2020,07,2020-07-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,104.79599141016465,,,,1
2020,07,2020-07-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.47058823529412,,,,1
2020,07,2020-07-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,100.43620501635769,,,,1
2020,07,2020-07-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,104.08163265306125,,,,1
2020,07,2020-07-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,102.9576338928857,,,,1
2020,07,2020-07-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,104.02504472271914,,,,1
2020,07,2020-07-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.3921568627451,,,,1
2020,07,2020-07-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.63777089783284,,,,1
2020,07,2020-07-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.51664025356577,,,,1
2020,08,2020-08-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.02429764616554,,,,1
2020,08,2020-08-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.28887353144438,,,,1
2020,08,2020-08-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,105.08231925554763,,,,1
2020,08,2020-08-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.30718954248366,,,,1
2020,08,2020-08-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,101.96292257360959,,,,1
2020,08,2020-08-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,103.13411078717203,,,,1
2020,08,2020-08-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,103.59712230215827,,,,1
2020,08,2020-08-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.84615384615385,,,,1
2020,08,2020-08-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.26960784313727,,,,1
2020,08,2020-08-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.56037151702789,,,,1
2020,08,2020-08-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.51664025356577,,,,1
2020,09,2020-09-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,103.94836750189826,,,,1
2020,09,2020-09-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,105.45957152729785,,,,1
2020,09,2020-09-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,105.44022906227633,,,,1
2020,09,2020-09-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.30718954248366,,,,1
2020,09,2020-09-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,103.05343511450383,,,,1
2020,09,2020-09-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,102.332361516035,,,,1
2020,09,2020-09-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,103.75699440447643,,,,1
2020,09,2020-09-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,104.29338103756709,,,,1
2020,09,2020-09-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.45343137254903,,,,1
2020,09,2020-09-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.63777089783284,,,,1
2020,09,2020-09-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.51664025356577,,,,1
2020,10,2020-10-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.40394836750191,,,,1
2020,10,2020-10-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,105.94333102971667,,,,1
2020,10,2020-10-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,106.15604867573374,,,,1
2020,10,2020-10-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.55228758169935,,,,1
2020,10,2020-10-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,104.0348964013086,,,,1
2020,10,2020-10-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,102.84256559766764,,,,1
2020,10,2020-10-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,104.07673860911271,,,,1
2020,10,2020-10-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.84615384615385,,,,1
2020,10,2020-10-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.69852941176472,,,,1
2020,10,2020-10-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,104.0247678018576,,,,1
2020,10,2020-10-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.99207606973057,,,,1
2020,11,2020-11-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.55580865603645,,,,1
2020,11,2020-11-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.35798203178992,,,,1
2020,11,2020-11-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,106.44237652111667,,,,1
2020,11,2020-11-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.55228758169935,,,,1
2020,11,2020-11-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,104.907306434024,,,,1
2020,11,2020-11-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,102.98833819241983,,,,1
2020,11,2020-11-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,104.396482813749,,,,1
2020,11,2020-11-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.39892665474059,,,,1
2020,11,2020-11-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.45343137254903,,,,1
2020,11,2020-11-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,104.17956656346749,,,,1
2020,11,2020-11-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,105.15055467511884,,,,1
2020,12,2020-12-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.32801822323464,,,,1
2020,12,2020-12-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,106.15065653075328,,,,1
2020,12,2020-12-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,106.44237652111667,,,,1
2020,12,2020-12-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.98039215686273,,,,1
2020,12,2020-12-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,100.43620501635769,,,,1
2020,12,2020-12-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,103.71720116618077,,,,1
2020,12,2020-12-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,103.91686650679458,,,,1
2020,12,2020-12-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.30948121645795,,,,1
2020,12,2020-12-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.02450980392157,,,,1
2020,12,2020-12-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,103.94736842105266,,,,1
2020,12,2020-12-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,104.75435816164817,,,,1
2021,01,2021-01-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,104.93545937737281,,,,1
2021,01,2021-01-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,107.1181755355909,,,,1
2021,01,2021-01-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,106.22763063707947,,,,1
2021,01,2021-01-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.55228758169935,,,,1
2021,01,2021-01-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,100.21810250817884,,,,1
2021,01,2021-01-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,105.6122448979592,,,,1
2021,01,2021-01-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,104.15667466027179,,,,1
2021,01,2021-01-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,104.02504472271914,,,,1
2021,01,2021-01-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,105.69852941176472,,,,1
2021,01,2021-01-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,104.56656346749227,,,,1
2021,01,2021-01-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,105.229793977813,,,,1
2021,02,2021-02-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,105.46697038724375,,,,1
2021,02,2021-02-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,107.53282653766414,,,,1
2021,02,2021-02-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,106.51395848246243,,,,1
2021,02,2021-02-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.55228758169935,,,,1
2021,02,2021-02-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,101.09051254089422,,,,1
2021,02,2021-02-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,107.21574344023324,,,,1
2021,02,2021-02-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,104.31654676258992,,,,1
2021,02,2021-02-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,103.84615384615385,,,,1
2021,02,2021-02-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,106.12745098039215,,,,1
2021,02,2021-02-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,105.10835913312695,,,,1
